user_id,item_id,category_id,behavior,timestamp,datetime,date,hour
104911,3157218,2735466,pv,1511879850,2017-11-28 14:37:30,2017-11-28,14
112668,3631860,3388914,cart,1512199668,2017-12-02 07:27:48,2017-12-02,7
103128,1121588,1112828,pv,1511681312,2017-11-26 07:28:32,2017-11-26,7
106005,3762493,2355072,pv,1512308757,2017-12-03 13:45:57,2017-12-03,13
116316,1025967,4170419,pv,1511628124,2017-11-25 16:42:04,2017-11-25,16
1004580,4603625,4825728,pv,1511604678,2017-11-25 10:11:18,2017-11-25,10
124011,4421906,50601,pv,1512294149,2017-12-03 09:42:29,2017-12-03,9
1013712,862976,4145813,pv,1512180002,2017-12-02 02:00:02,2017-12-02,2
1004834,4272252,2558204,pv,1511964603,2017-11-29 14:10:03,2017-11-29,14
1017611,2054010,4181361,pv,1511958107,2017-11-29 12:21:47,2017-11-29,12
106843,1760278,2465336,pv,1512018574,2017-11-30 05:09:34,2017-11-30,5
114892,2918351,1431810,pv,1512217255,2017-12-02 12:20:55,2017-12-02,12
114132,1934917,1582197,pv,1511709441,2017-11-26 15:17:21,2017-11-26,15
1016792,2427416,2465336,pv,1511597132,2017-11-25 08:05:32,2017-11-25,8
125693,4277658,200278,pv,1512015546,2017-11-30 04:19:06,2017-11-30,4
105748,4382143,1216617,pv,1512142356,2017-12-01 15:32:36,2017-12-01,15
1013585,2650679,1349561,pv,1511701048,2017-11-26 12:57:28,2017-11-26,12
1014279,2378430,3004853,pv,1512044546,2017-11-30 12:22:26,2017-11-30,12
11263,3457577,2520377,pv,1511948625,2017-11-29 09:43:45,2017-11-29,9
103884,4460980,2436637,pv,1512212473,2017-12-02 11:01:13,2017-12-02,11
105778,2671531,2096639,pv,1511920469,2017-11-29 01:54:29,2017-11-29,1
103141,2036206,4181361,pv,1511850134,2017-11-28 06:22:14,2017-11-28,6
1012333,940000,3524510,pv,1511695985,2017-11-26 11:33:05,2017-11-26,11
101063,1614965,4357323,pv,1511897520,2017-11-28 19:32:00,2017-11-28,19
113462,3767258,1567637,pv,1512313909,2017-12-03 15:11:49,2017-12-03,15
121591,2306935,2465336,pv,1512116395,2017-12-01 08:19:55,2017-12-01,8
107571,3897604,2181935,pv,1511688287,2017-11-26 09:24:47,2017-11-26,9
1007120,4528194,2476560,pv,1511702017,2017-11-26 13:13:37,2017-11-26,13
1014467,4638287,570735,cart,1511873059,2017-11-28 12:44:19,2017-11-28,12
11663,973465,4690421,pv,1511624270,2017-11-25 15:37:50,2017-11-25,15
1007231,3451754,2158079,pv,1512311477,2017-12-03 14:31:17,2017-12-03,14
122780,2484824,8254,pv,1511836347,2017-11-28 02:32:27,2017-11-28,2
125451,2372333,411153,pv,1511586580,2017-11-25 05:09:40,2017-11-25,5
117980,432091,1320293,pv,1511654660,2017-11-26 00:04:20,2017-11-26,0
1003707,953495,2581941,cart,1512046462,2017-11-30 12:54:22,2017-11-30,12
1013724,228237,1320293,pv,1512040738,2017-11-30 11:18:58,2017-11-30,11
1001524,2585621,3400167,pv,1512220662,2017-12-02 13:17:42,2017-12-02,13
115605,3805515,4357323,pv,1511991313,2017-11-29 21:35:13,2017-11-29,21
101832,4892813,1807584,cart,1511594326,2017-11-25 07:18:46,2017-11-25,7
1007356,2598297,445307,pv,1512174922,2017-12-02 00:35:22,2017-12-02,0
1007037,3676036,1320293,pv,1511796139,2017-11-27 15:22:19,2017-11-27,15
122369,8896,2355072,pv,1512288110,2017-12-03 08:01:50,2017-12-03,8
120734,271484,3065645,pv,1512193435,2017-12-02 05:43:55,2017-12-02,5
116772,2820806,4690421,pv,1512052285,2017-11-30 14:31:25,2017-11-30,14
119318,1330621,4956748,pv,1512054215,2017-11-30 15:03:35,2017-11-30,15
117526,758944,4829999,pv,1512126569,2017-12-01 11:09:29,2017-12-01,11
101413,1332255,2640118,pv,1512306781,2017-12-03 13:13:01,2017-12-03,13
110056,3903664,1320293,pv,1511791710,2017-11-27 14:08:30,2017-11-27,14
114779,3155263,1207887,pv,1511539577,2017-11-24 16:06:17,2017-11-24,16
102481,657615,4022701,pv,1511792745,2017-11-27 14:25:45,2017-11-27,14
119722,4860013,2578647,pv,1512125959,2017-12-01 10:59:19,2017-12-01,10
1006422,3788742,2355072,pv,1511963393,2017-11-29 13:49:53,2017-11-29,13
124078,4091349,3607361,pv,1511784399,2017-11-27 12:06:39,2017-11-27,12
100197,5076982,2440115,fav,1511823170,2017-11-27 22:52:50,2017-11-27,22
1007650,3986384,2640118,cart,1511699976,2017-11-26 12:39:36,2017-11-26,12
1013787,1247961,3441583,pv,1511962136,2017-11-29 13:28:56,2017-11-29,13
1014046,4102044,4756105,pv,1511671301,2017-11-26 04:41:41,2017-11-26,4
126437,2012851,4756105,pv,1512261965,2017-12-03 00:46:05,2017-12-03,0
120621,3810714,1528133,pv,1511594796,2017-11-25 07:26:36,2017-11-25,7
1001543,4945426,2355072,pv,1512119533,2017-12-01 09:12:13,2017-12-01,9
1004441,3726583,4789432,pv,1511850477,2017-11-28 06:27:57,2017-11-28,6
109967,3636765,570735,fav,1511653994,2017-11-25 23:53:14,2017-11-25,23
1011046,3028268,2735466,pv,1511569646,2017-11-25 00:27:26,2017-11-25,0
111755,4755993,3607361,pv,1511664777,2017-11-26 02:52:57,2017-11-26,2
112253,2901210,5053508,pv,1511770070,2017-11-27 08:07:50,2017-11-27,8
123350,112125,4756105,buy,1512297309,2017-12-03 10:35:09,2017-12-03,10
1006803,1958224,1792277,pv,1512184605,2017-12-02 03:16:45,2017-12-02,3
10013,3744538,4181361,pv,1512259777,2017-12-03 00:09:37,2017-12-03,0
121475,5121876,2640118,pv,1511830679,2017-11-28 00:57:59,2017-11-28,0
119332,3551389,2072473,pv,1512133173,2017-12-01 12:59:33,2017-12-01,12
105369,2684613,4818107,cart,1512102462,2017-12-01 04:27:42,2017-12-01,4
125924,524994,4022701,pv,1511620344,2017-11-25 14:32:24,2017-11-25,14
1000937,4114522,1080785,pv,1512034763,2017-11-30 09:39:23,2017-11-30,9
114824,977915,2157356,pv,1512192525,2017-12-02 05:28:45,2017-12-02,5
10899,1384854,3004853,pv,1512203461,2017-12-02 08:31:01,2017-12-02,8
127340,4321811,3002561,pv,1511865661,2017-11-28 10:41:01,2017-11-28,10
1009948,6156,2728585,pv,1512010093,2017-11-30 02:48:13,2017-11-30,2
124273,4063688,2837163,cart,1511916722,2017-11-29 00:52:02,2017-11-29,0
122667,3409151,2465336,pv,1511828741,2017-11-28 00:25:41,2017-11-28,0
127883,3290048,1023823,pv,1511696733,2017-11-26 11:45:33,2017-11-26,11
1009551,3951131,4643350,pv,1512215675,2017-12-02 11:54:35,2017-12-02,11
1017730,3848515,1652543,pv,1512262215,2017-12-03 00:50:15,2017-12-03,0
1006666,418095,2640118,pv,1511601237,2017-11-25 09:13:57,2017-11-25,9
1004689,2720139,1859277,pv,1512303967,2017-12-03 12:26:07,2017-12-03,12
105769,4234921,3738615,pv,1511980123,2017-11-29 18:28:43,2017-11-29,18
1015305,5090439,3570656,pv,1512294779,2017-12-03 09:52:59,2017-12-03,9
1009237,4970458,4145813,pv,1511765026,2017-11-27 06:43:46,2017-11-27,6
1012774,4711553,2939262,pv,1511850801,2017-11-28 06:33:21,2017-11-28,6
1008727,2931550,5053508,pv,1512207352,2017-12-02 09:35:52,2017-12-02,9
1009722,1610923,35290,pv,1511758697,2017-11-27 04:58:17,2017-11-27,4
1009221,3098864,1320293,pv,1512224297,2017-12-02 14:18:17,2017-12-02,14
1004923,3527074,4398560,pv,1512223282,2017-12-02 14:01:22,2017-12-02,14
121471,3354413,4022701,pv,1511659257,2017-11-26 01:20:57,2017-11-26,1
1012524,2132945,3002561,pv,1512016448,2017-11-30 04:34:08,2017-11-30,4
1017719,667123,2072473,pv,1511973258,2017-11-29 16:34:18,2017-11-29,16
125210,460100,1464116,pv,1512302020,2017-12-03 11:53:40,2017-12-03,11
12851,2161529,883960,pv,1512018449,2017-11-30 05:07:29,2017-11-30,5
118944,2987601,223690,pv,1512014119,2017-11-30 03:55:19,2017-11-30,3
122471,4427292,2188684,pv,1512190783,2017-12-02 04:59:43,2017-12-02,4
118221,5147774,120033,pv,1512151036,2017-12-01 17:57:16,2017-12-01,17
104252,2456266,1516409,pv,1512016334,2017-11-30 04:32:14,2017-11-30,4
122573,3848737,1615537,pv,1511617978,2017-11-25 13:52:58,2017-11-25,13
1006784,77466,3355288,pv,1511962617,2017-11-29 13:36:57,2017-11-29,13
1004792,1275059,245312,cart,1512031038,2017-11-30 08:37:18,2017-11-30,8
124660,2176854,3607361,fav,1511929114,2017-11-29 04:18:34,2017-11-29,4
1001866,3970895,1879194,pv,1511932619,2017-11-29 05:16:59,2017-11-29,5
121986,475999,3244547,pv,1512094052,2017-12-01 02:07:32,2017-12-01,2
101832,4246247,4779633,buy,1512220896,2017-12-02 13:21:36,2017-12-02,13
1015966,282117,3328511,pv,1512272230,2017-12-03 03:37:10,2017-12-03,3
128469,3201769,2202384,pv,1512056329,2017-11-30 15:38:49,2017-11-30,15
118140,3187245,4688770,pv,1511619310,2017-11-25 14:15:10,2017-11-25,14
11512,4824144,3371868,pv,1512106091,2017-12-01 05:28:11,2017-12-01,5
1001130,5127138,3102419,pv,1512228262,2017-12-02 15:24:22,2017-12-02,15
1013655,3940833,4708262,pv,1511598433,2017-11-25 08:27:13,2017-11-25,8
101489,137035,3004853,pv,1511590398,2017-11-25 06:13:18,2017-11-25,6
114752,106341,4284875,pv,1512173942,2017-12-02 00:19:02,2017-12-02,0
112867,633065,5030562,pv,1512138539,2017-12-01 14:28:59,2017-12-01,14
113652,4624534,3999977,pv,1511680720,2017-11-26 07:18:40,2017-11-26,7
108805,2718850,4756105,pv,1511616584,2017-11-25 13:29:44,2017-11-25,13
116139,862880,2131531,pv,1511600702,2017-11-25 09:05:02,2017-11-25,9
110497,1560007,4756105,pv,1512220203,2017-12-02 13:10:03,2017-12-02,13
1013785,3541847,411153,pv,1512108060,2017-12-01 06:01:00,2017-12-01,6
12758,984477,2926020,cart,1512313250,2017-12-03 15:00:50,2017-12-03,15
116869,4064102,2939262,pv,1511662649,2017-11-26 02:17:29,2017-11-26,2
109523,774331,4170419,pv,1511586336,2017-11-25 05:05:36,2017-11-25,5
122502,4896654,2885642,pv,1511708120,2017-11-26 14:55:20,2017-11-26,14
103914,1934739,5071267,pv,1511878236,2017-11-28 14:10:36,2017-11-28,14
1008737,2842742,1029459,pv,1512257210,2017-12-02 23:26:50,2017-12-02,23
1015887,4777478,1879194,pv,1511842201,2017-11-28 04:10:01,2017-11-28,4
112541,4601213,4703483,pv,1512200334,2017-12-02 07:38:54,2017-12-02,7
108756,2870259,3607361,pv,1511775664,2017-11-27 09:41:04,2017-11-27,9
1004413,2648210,4159072,pv,1511957498,2017-11-29 12:11:38,2017-11-29,12
122309,2999758,4756105,cart,1511945307,2017-11-29 08:48:27,2017-11-29,8
1009256,4975009,2920476,pv,1511884341,2017-11-28 15:52:21,2017-11-28,15
1002274,2666135,1813610,pv,1511899532,2017-11-28 20:05:32,2017-11-28,20
123394,4134973,4145813,pv,1511690485,2017-11-26 10:01:25,2017-11-26,10
1002066,430861,1446405,pv,1512020885,2017-11-30 05:48:05,2017-11-30,5
1014917,1906368,802833,pv,1512307820,2017-12-03 13:30:20,2017-12-03,13
1008830,399610,3607361,pv,1511967505,2017-11-29 14:58:25,2017-11-29,14
124507,907356,3607361,pv,1512218888,2017-12-02 12:48:08,2017-12-02,12
1008685,4093495,1805756,fav,1512209626,2017-12-02 10:13:46,2017-12-02,10
10645,922484,672001,pv,1512268033,2017-12-03 02:27:13,2017-12-03,2
121572,4880592,4756105,pv,1512128467,2017-12-01 11:41:07,2017-12-01,11
103680,2256598,384755,pv,1511960964,2017-11-29 13:09:24,2017-11-29,13
115967,2843848,2355072,pv,1512268314,2017-12-03 02:31:54,2017-12-03,2
117272,3165557,4756105,pv,1511792495,2017-11-27 14:21:35,2017-11-27,14
1016385,1228933,1299190,pv,1512309335,2017-12-03 13:55:35,2017-12-03,13
113256,3333944,1817004,pv,1512223458,2017-12-02 14:04:18,2017-12-02,14
1001915,4526344,2520377,pv,1512110922,2017-12-01 06:48:42,2017-12-01,6
1013057,340296,4339722,cart,1512300412,2017-12-03 11:26:52,2017-12-03,11
118965,1867267,4145813,pv,1511657469,2017-11-26 00:51:09,2017-11-26,0
1003428,2385196,381850,pv,1511581282,2017-11-25 03:41:22,2017-11-25,3
123132,235984,903809,pv,1512223979,2017-12-02 14:12:59,2017-12-02,14
1006121,2167934,344833,pv,1511617605,2017-11-25 13:46:45,2017-11-25,13
111709,700836,4756105,pv,1512128047,2017-12-01 11:34:07,2017-12-01,11
126151,4555356,4181361,pv,1511778705,2017-11-27 10:31:45,2017-11-27,10
111960,3829086,4801426,pv,1512130642,2017-12-01 12:17:22,2017-12-01,12
110989,4908059,3294401,cart,1512199428,2017-12-02 07:23:48,2017-12-02,7
127722,1313150,4801426,pv,1512220988,2017-12-02 13:23:08,2017-12-02,13
1001947,2163884,4391936,pv,1512315980,2017-12-03 15:46:20,2017-12-03,15
100847,2183009,1320293,pv,1512060563,2017-11-30 16:49:23,2017-11-30,16
1015796,330408,2465336,pv,1511597305,2017-11-25 08:08:25,2017-11-25,8
1014652,4937998,4217906,pv,1511830431,2017-11-28 00:53:51,2017-11-28,0
1013830,2476662,2617994,pv,1511994325,2017-11-29 22:25:25,2017-11-29,22
100760,643828,2939262,pv,1511669149,2017-11-26 04:05:49,2017-11-26,4
1009153,118356,1567637,pv,1511839866,2017-11-28 03:31:06,2017-11-28,3
115014,59883,4818107,pv,1511917956,2017-11-29 01:12:36,2017-11-29,1
1017277,1167859,2355072,pv,1512279323,2017-12-03 05:35:23,2017-12-03,5
1013611,1628430,2939262,pv,1512312790,2017-12-03 14:53:10,2017-12-03,14
10958,4471358,3002561,pv,1512235473,2017-12-02 17:24:33,2017-12-02,17
119634,5027793,4181361,pv,1511860998,2017-11-28 09:23:18,2017-11-28,9
104191,2841507,1299190,pv,1512103351,2017-12-01 04:42:31,2017-12-01,4
111378,1856288,4181361,pv,1511666076,2017-11-26 03:14:36,2017-11-26,3
111634,4541214,1879194,pv,1512200322,2017-12-02 07:38:42,2017-12-02,7
114616,2544638,3124169,buy,1511603616,2017-11-25 09:53:36,2017-11-25,9
1016093,386151,149192,pv,1512148031,2017-12-01 17:07:11,2017-12-01,17
1016559,1844309,2885642,pv,1512097374,2017-12-01 03:02:54,2017-12-01,3
1008215,3990990,4756105,pv,1511957929,2017-11-29 12:18:49,2017-11-29,12
111942,3243368,4181361,pv,1511828880,2017-11-28 00:28:00,2017-11-28,0
12077,1387181,4261392,pv,1512278993,2017-12-03 05:29:53,2017-12-03,5
1014715,3129056,4756105,pv,1511702945,2017-11-26 13:29:05,2017-11-26,13
1008131,5118407,4222240,fav,1512133895,2017-12-01 13:11:35,2017-12-01,13
122192,2530768,982926,pv,1511962438,2017-11-29 13:33:58,2017-11-29,13
1007356,1935904,2939262,pv,1511608386,2017-11-25 11:13:06,2017-11-25,11
108164,3356951,1132429,pv,1512124036,2017-12-01 10:27:16,2017-12-01,10
109087,236194,1026507,pv,1511755971,2017-11-27 04:12:51,2017-11-27,4
106077,1948427,4217906,pv,1512287825,2017-12-03 07:57:05,2017-12-03,7
123701,2469337,883960,pv,1512100683,2017-12-01 03:58:03,2017-12-01,3
1007037,2717751,1073768,pv,1511951405,2017-11-29 10:30:05,2017-11-29,10
1007351,1008144,4633953,pv,1512058490,2017-11-30 16:14:50,2017-11-30,16
125835,2953293,1464116,pv,1511599200,2017-11-25 08:40:00,2017-11-25,8
11413,1199804,982926,pv,1512194052,2017-12-02 05:54:12,2017-12-02,5
125682,3840397,4756105,pv,1511948854,2017-11-29 09:47:34,2017-11-29,9
100273,2474736,672001,pv,1511941953,2017-11-29 07:52:33,2017-11-29,7
1016129,4010678,167871,pv,1511774274,2017-11-27 09:17:54,2017-11-27,9
12809,2325555,4170419,pv,1512043358,2017-11-30 12:02:38,2017-11-30,12
1001670,116277,1859277,pv,1511578092,2017-11-25 02:48:12,2017-11-25,2
1005541,1606677,4470576,pv,1511960585,2017-11-29 13:03:05,2017-11-29,13
1002696,526613,3607361,pv,1511591173,2017-11-25 06:26:13,2017-11-25,6
1010189,1619099,3607361,pv,1511935868,2017-11-29 06:11:08,2017-11-29,6
101904,1621466,4789432,pv,1512307448,2017-12-03 13:24:08,2017-12-03,13
100814,4487208,3002561,pv,1512226288,2017-12-02 14:51:28,2017-12-02,14
119023,1223110,3607361,pv,1512293967,2017-12-03 09:39:27,2017-12-03,9
110980,4748863,1793060,pv,1511783232,2017-11-27 11:47:12,2017-11-27,11
12398,4437467,84264,pv,1512047651,2017-11-30 13:14:11,2017-11-30,13
105550,2798293,4173315,pv,1512277672,2017-12-03 05:07:52,2017-12-03,5
1015007,144714,903809,pv,1511584511,2017-11-25 04:35:11,2017-11-25,4
106634,4402005,4756105,pv,1511585817,2017-11-25 04:56:57,2017-11-25,4
101872,791554,2520771,pv,1512048859,2017-11-30 13:34:19,2017-11-30,13
102312,1684068,3607361,pv,1512212325,2017-12-02 10:58:45,2017-12-02,10
1013015,719887,4700878,pv,1512266508,2017-12-03 02:01:48,2017-12-03,2
111925,155807,4145813,pv,1511879880,2017-11-28 14:38:00,2017-11-28,14
104065,3399067,2737340,pv,1511711019,2017-11-26 15:43:39,2017-11-26,15
127655,213747,1464116,pv,1511671069,2017-11-26 04:37:49,2017-11-26,4
108364,2955185,739426,pv,1512103606,2017-12-01 04:46:46,2017-12-01,4
1009723,109078,2640118,pv,1511920969,2017-11-29 02:02:49,2017-11-29,2
108988,4701214,2026832,pv,1511582858,2017-11-25 04:07:38,2017-11-25,4
126151,4835967,2940518,pv,1511573463,2017-11-25 01:31:03,2017-11-25,1
118891,1401289,4801426,fav,1511885799,2017-11-28 16:16:39,2017-11-28,16
108918,4811514,1429156,buy,1512133863,2017-12-01 13:11:03,2017-12-01,13
1012472,1954678,2520771,pv,1512220471,2017-12-02 13:14:31,2017-12-02,13
1004302,237340,428367,pv,1512043636,2017-11-30 12:07:16,2017-11-30,12
106123,1432719,2579035,pv,1512006340,2017-11-30 01:45:40,2017-11-30,1
1149,1231809,2462567,pv,1512049676,2017-11-30 13:47:56,2017-11-30,13
124811,500027,2891408,pv,1512233190,2017-12-02 16:46:30,2017-12-02,16
1015949,1215084,3607361,pv,1511625485,2017-11-25 15:58:05,2017-11-25,15
126019,112317,703487,pv,1512007192,2017-11-30 01:59:52,2017-11-30,1
120086,855982,1029459,pv,1512184018,2017-12-02 03:06:58,2017-12-02,3
1002306,1726718,274067,pv,1511877019,2017-11-28 13:50:19,2017-11-28,13
1000723,275923,1516409,pv,1512023128,2017-11-30 06:25:28,2017-11-30,6
114912,1254248,4756105,fav,1512035459,2017-11-30 09:50:59,2017-11-30,9
122440,2438608,1859277,pv,1511698376,2017-11-26 12:12:56,2017-11-26,12
108803,6677,3947859,pv,1512037615,2017-11-30 10:26:55,2017-11-30,10
108775,1890342,4145813,pv,1512269876,2017-12-03 02:57:56,2017-12-03,2
101150,4403627,1265358,pv,1512289369,2017-12-03 08:22:49,2017-12-03,8
1016639,2112742,2977465,pv,1512031014,2017-11-30 08:36:54,2017-11-30,8
1008905,1417668,3736316,cart,1512139343,2017-12-01 14:42:23,2017-12-01,14
1005431,3727152,570735,pv,1512016877,2017-11-30 04:41:17,2017-11-30,4
1004428,3572324,1312158,pv,1511739209,2017-11-26 23:33:29,2017-11-26,23
124602,3146141,753984,pv,1511835861,2017-11-28 02:24:21,2017-11-28,2
1000836,1735248,4606718,pv,1512037099,2017-11-30 10:18:19,2017-11-30,10
1012745,2700788,235534,pv,1512186731,2017-12-02 03:52:11,2017-12-02,3
111811,253783,3303026,pv,1512114521,2017-12-01 07:48:41,2017-12-01,7
123543,4347562,3102419,cart,1512228695,2017-12-02 15:31:35,2017-12-02,15
10668,2996041,1575622,pv,1512288444,2017-12-03 08:07:24,2017-12-03,8
111936,1151562,982926,pv,1512050039,2017-11-30 13:53:59,2017-11-30,13
117524,3481363,1320293,pv,1511659703,2017-11-26 01:28:23,2017-11-26,1
124295,1008693,3371868,pv,1511760026,2017-11-27 05:20:26,2017-11-27,5
1004577,639236,2196412,pv,1512227088,2017-12-02 15:04:48,2017-12-02,15
114752,3829862,1828179,pv,1512134035,2017-12-01 13:13:55,2017-12-01,13
103877,2797037,1379146,pv,1512038238,2017-11-30 10:37:18,2017-11-30,10
102534,3979895,622168,pv,1512287059,2017-12-03 07:44:19,2017-12-03,7
1001662,2546537,1929875,pv,1512098714,2017-12-01 03:25:14,2017-12-01,3
116119,2953080,4936889,pv,1512149437,2017-12-01 17:30:37,2017-12-01,17
117141,1744701,2192512,pv,1512042076,2017-11-30 11:41:16,2017-11-30,11
1014207,3285557,1102540,pv,1511678178,2017-11-26 06:36:18,2017-11-26,6
1006084,1664936,982926,pv,1512025810,2017-11-30 07:10:10,2017-11-30,7
116596,2618673,411153,pv,1511797725,2017-11-27 15:48:45,2017-11-27,15
1013655,2426261,4145813,pv,1511858025,2017-11-28 08:33:45,2017-11-28,8
122265,2384108,982926,pv,1512260673,2017-12-03 00:24:33,2017-12-03,0
1014637,3157487,1265358,pv,1512022797,2017-11-30 06:19:57,2017-11-30,6
1011996,2357141,4756105,pv,1512119754,2017-12-01 09:15:54,2017-12-01,9
116241,2447941,50601,pv,1512136666,2017-12-01 13:57:46,2017-12-01,13
118751,5014608,2355072,pv,1512170428,2017-12-01 23:20:28,2017-12-01,23
123252,1394896,2156156,pv,1511869631,2017-11-28 11:47:11,2017-11-28,11
1000462,803044,1464116,pv,1512193416,2017-12-02 05:43:36,2017-12-02,5
123530,4397165,1516409,pv,1511946089,2017-11-29 09:01:29,2017-11-29,9
107358,2197231,3938045,pv,1512229692,2017-12-02 15:48:12,2017-12-02,15
119961,3565945,4756105,pv,1512213359,2017-12-02 11:15:59,2017-12-02,11
111770,2690578,1587961,cart,1512173381,2017-12-02 00:09:41,2017-12-02,0
107836,324818,2939262,pv,1511590792,2017-11-25 06:19:52,2017-11-25,6
120086,2549465,2939262,pv,1511882120,2017-11-28 15:15:20,2017-11-28,15
122103,750419,3228699,pv,1512086172,2017-11-30 23:56:12,2017-11-30,23
1011992,4997614,4284875,pv,1511671076,2017-11-26 04:37:56,2017-11-26,4
110365,936341,2817976,pv,1512285129,2017-12-03 07:12:09,2017-12-03,7
116892,3660686,4801426,pv,1512047161,2017-11-30 13:06:01,2017-11-30,13
103156,2143313,2355072,pv,1511671944,2017-11-26 04:52:24,2017-11-26,4
110620,1398644,149192,cart,1511964317,2017-11-29 14:05:17,2017-11-29,14
1008797,3475381,1299190,pv,1511794068,2017-11-27 14:47:48,2017-11-27,14
114672,4691545,3598912,pv,1511914090,2017-11-29 00:08:10,2017-11-29,0
106489,1259660,999755,pv,1512037847,2017-11-30 10:30:47,2017-11-30,10
11045,3949072,2415168,buy,1512117031,2017-12-01 08:30:31,2017-12-01,8
1016393,4168154,3800818,pv,1512179424,2017-12-02 01:50:24,2017-12-02,1
110776,4241776,4756105,pv,1512092758,2017-12-01 01:45:58,2017-12-01,1
106457,793638,4217906,pv,1512142992,2017-12-01 15:43:12,2017-12-01,15
125811,780358,3738615,pv,1511970125,2017-11-29 15:42:05,2017-11-29,15
123962,1144310,2422417,pv,1511848212,2017-11-28 05:50:12,2017-11-28,5
101771,1724501,2998328,pv,1512136366,2017-12-01 13:52:46,2017-12-01,13
102019,5054367,2256028,pv,1511916386,2017-11-29 00:46:26,2017-11-29,0
115333,2709954,4756105,pv,1512212805,2017-12-02 11:06:45,2017-12-02,11
102666,5058962,4062559,cart,1511933588,2017-11-29 05:33:08,2017-11-29,5
108870,3025186,3299155,pv,1512309058,2017-12-03 13:50:58,2017-12-03,13
120862,366852,4244487,pv,1512257689,2017-12-02 23:34:49,2017-12-02,23
1012105,996592,532507,pv,1511994137,2017-11-29 22:22:17,2017-11-29,22
113956,3446777,3255355,pv,1512188816,2017-12-02 04:26:56,2017-12-02,4
100700,2899794,3855599,pv,1511757873,2017-11-27 04:44:33,2017-11-27,4
1010283,2466347,2465336,pv,1511595992,2017-11-25 07:46:32,2017-11-25,7
1000321,2858109,982926,pv,1512179777,2017-12-02 01:56:17,2017-12-02,1
1011749,633364,4789432,pv,1511780824,2017-11-27 11:07:04,2017-11-27,11
125266,4821103,2520377,pv,1511664433,2017-11-26 02:47:13,2017-11-26,2
110056,316739,4242717,pv,1512171415,2017-12-01 23:36:55,2017-12-01,23
12398,115996,3807763,pv,1512134187,2017-12-01 13:16:27,2017-12-01,13
1015875,1708560,4145813,pv,1512219345,2017-12-02 12:55:45,2017-12-02,12
